external_gene_name,logfc,padj
PEX19,2.8,0.2351
COPA,-5.5,0.6973
SUMO1P3,-2.9,0.5331
Y_RNA,-7.7,0.6211
NCSTN,-2.2,0.2219
NHLH1,0.9,0.712
RNU4-42P,6.6,0.7744
VANGL2,-5.3,0.3344
SLAMF6,-8.5,0.7846
AL138930.1,0.2,0.2395
CD84,6.7,0.3108
SLAMF1,1.2,0.5911
SETP9,-2.8,0.3249
AL121985.1,0.3,0.3755
CD48,-1,0.037
SLAMF7,1,0.7963
AL121985.3,6.2,0.0266
AL121985.2,7.9,0.0891
LY9,-7,0.7862
CD244,3.8,0.0388
PPIAP37,-5.1,0.9236
ITLN1,-4.7,0.8856
AL354714.2,-5.2,0.5138
AL354714.3,-4.6,0.8002
AL354714.1,-9.6,0.6576
AL354714.4,9,0.1037
ITLN2,-0.3,0.4807
F11R,9.1,0.7158
AL591806.3,-5.9,0.9488
AL591806.1,6.9,0.2578
TSTD1,-3.6,0.3732
USF1,-0.3,0.4139
ARHGAP30,-2,0.3613
NECTIN4,6,0.995
NECTIN4-AS1,4,0.7356
KLHDC9,5.1,0.811
PFDN2,-7.9,0.2931
NIT1,-6.5,0.7882
DEDD,5.8,0.789
AL591806.2,-5.2,0.082
UFC1,0.1,0.9189
AL590714.1,-6.4,0.5513
USP21,1.8,0.6955
PPOX,-5.2,0.9574
B4GALT3,-9.5,0.1269
ADAMTS4,9.7,0.559
NDUFS2,-8.2,0.2327
FCER1G,-5.7,0.4719
APOA2,9.5,0.4322
TOMM40L,4.2,0.4822
MIR5187,-3.8,0.9258
NR1I3,8,0.0491
PCP4L1,-7,0.4465
MPZ,-7.5,0.0173
SDHC,5.9,0.1556
CFAP126,-0.7,0.0976
RRM2P2,-6.7,0.9067
AL592295.4,4.8,0.4489
AL592295.5,-8.2,0.0393
RNU6-481P,-8.7,0.9606
AL592295.3,-7.3,0.5144
AL592295.1,-9.6,0.4147
AL592295.2,5.1,0.6274
AL831711.1,5.2,0.2244
FCGR2A,-6.3,0.8522
FCGR2A,-8.4,0.6753
AL590385.2,5.1,0.2171
HSPA6,-6.1,0.8145
RPS23P10,-5.7,0.1058
FCGR3A,6.2,0.0678
AL590385.1,-1.6,0.3144
FCGR2C,0.6,0.0804
FCGR2C,-1.5,0.2054
HSPA7,0,0.7234
RPS23P9,-9.1,0.5056
FCGR3B,-7.1,0.5303
FCGR2B,-4.5,0.7293
FCGR2B,-1.4,0.9273
AL451067.1,-9.5,0.7267
RPL31P11,-7.3,0.3891
Y_RNA,-9.7,0.3108
FCRLA,-5,0.6346
FCRLB,6.4,0.7296
RN7SL466P,5,0.6682
DUSP12,-6.3,0.5702
AL359541.1,2.7,0.464
ATF6,-6.5,0.1259
AL391825.1,7.7,0.8345
OLFML2B,-7.6,0.3716
AL590408.1,1,0.5702
NOS1AP,0.8,0.6324
AL450163.1,2.4,0.6125
MIR4654,-5.3,0.641
AL512785.1,-5.6,0.4365
RNA5SP61,2.7,0.0236
MIR556,1,0.8587
AL512785.2,-0.5,0.6398
SPATA46,6.9,0.2104
C1orf226,3.9,0.4319
SH2D1B,3.7,0.3929
SH2D1B,5.4,0.644
SLAMF6P1,-5.5,0.4075
UHMK1,-7,0.0385
UQCRBP2,7.1,0.2223
AL596325.1,-2.1,0.0751
UAP1,-8.8,0.6736
AL596325.2,-6.2,0.946
DDR2,-4.7,0.6186
RN7SL861P,-6.1,0.8602
HSD17B7,7.1,0.9635
CCDC190,-3.3,0.2319
AL392003.2,2.4,0.277
AL392003.1,8.8,0.2997
RGS4,-9.5,0.1017
RGS5,0.3,0.107
RGS5-AS1,1.1,0.4834
AL451063.1,-0.7,0.4822
RGS5,1.5,0.1816
AL592435.1,8.5,0.694
NUF2,-0.9,0.2218
AL603841.1,-9.7,0.142
RNA5SP62,-9.7,0.6122
RNA5SP63,-2.2,0.7013
AL355862.1,-3.4,0.4663
U3,-3.8,0.1328
NMNAT1P2,5,0.4667
RNU5F-6P,3.2,0.8727
HMGB3P6,-3,0.9988
PBX1,2.3,0.9765
RNU6-171P,-1.7,0.2673
AL391001.1,0.9,0.341
Metazoa_SRP,5.4,0.7971
PBX1-AS1,9.2,0.1745
AL357568.1,6.6,0.5061
Y_RNA,-0.4,0.3599
AL390119.1,4.3,0.4696
RNU6-755P,1.7,0.0685
LMX1A,-4.3,0.6116
LMX1A-AS2,-9.8,0.8074
LMX1A-AS1,4.3,0.8859
RXRG,3.2,0.7724
LRRC52-AS1,-1.4,0.682
PRELID1P7,-7.7,0.9004
LRRC52,-2.6,0.3172
AL356441.2,-3.5,0.3385
AL356441.1,-2.1,0.9703
MGST3,6,0.1988
ALDH9A1,-1.3,0.0262
AL451074.1,-9.2,0.0442
AL451074.4,-3.6,0.8208
AL451074.3,1.5,0.6482
AL451074.2,-5.2,0.8698
AL451074.6,6.6,0.1368
TMCO1,-6,0.4318
TMCO1-AS1,3.9,0.8276
AL451074.5,6.6,0.3599
UCK2,-0.9,0.1165
AL358115.1,1.9,0.6197
MIR3658,-7.7,0.3418
AL606495.1,0.7,0.9745
RPS3AP10,7.6,0.7607
RNA5SP64,-7.2,0.2383
FAM78B,6,0.2228
FAM78B-AS1,-2.7,0.3736
AL596087.3,5.1,0.8374
MIR921,-7.8,0.9876
AL596087.2,-3,0.2559
AL596087.1,1.2,0.2157
AL583804.1,-9.3,0.7805
FMO7P,-3.7,0.0578
LINC01675,-2.3,0.5407
FMO8P,-3.8,0.1687
FMO9P,5.7,0.9445
FMO10P,-7.3,0.654
RPL4P2,-2.1,0.791
FMO11P,-5.4,0.8249
CNN2P10,-2.1,0.5991
POGK,9,0.1401
TADA1,-6.6,0.2992
DUTP6,9.7,0.2919
ILDR2,-6.9,0.8124
MAEL,-8.6,0.6378
RNA5SP65,6.1,0.1927
AL158837.1,-4.9,0.0818
GPA33,-1,0.3927
DUSP27,-7.1,0.3982
AL451050.1,-8.7,0.4736
LINC01363,2.6,0.4447
AL451050.2,-9,0.2469
POU2F1,4.5,0.1102
AL136984.1,0.7,0.3065
CD247,-3,0.2275
AL359962.3,1.6,0.1927
AL359962.1,1.9,0.5755
AL359962.2,5.5,0.721
AKR1D1P1,-7.9,0.5785
CREG1,-9.3,0.536
AL031733.1,7.2,0.7125
AL031733.2,2.3,0.7247
RCSD1,3.4,0.9955
MPZL1,-7,0.2221
ADCY10,6.8,0.0382
Z99943.2,-1.8,0.5394
Z99943.1,-5.6,0.6543
MPC2,3.8,0.476
DCAF6,-8.5,0.6301
MIR1255B2,-2.4,0.575
GCSHP5,-10,0.6118
GPR161,-5.3,0.5946
TIPRL,-8,0.4453
RPL34P1,-3.2,0.5017
AL021397.1,-2.8,0.2201
SFT2D2,6.7,0
ANKRD36BP1,0.2,0.2622
RNU6-1310P,-3.5,0.1156
TBX19,3.1,0.7034
AL022100.1,3.9,0.927
MIR557,-4.6,0.1356
AL023755.1,-7.6,0.5316
AL022100.2,6.1,0.4651
QRSL1P1,-9.4,0.5463
XCL2,-1.5,0.9666
AL031736.1,9.2,0.3182
XCL1,-2.1,0.9527
AL031736.2,-0.8,0.9425
DPT,-2.8,0.9126
AL135926.1,5,0.045
AL031275.1,8.4,0.9961
LINC00626,7.4,0.4764
SUMO1P2,-7,0.9789
AL135926.2,-4.1,0.0813
LINC00970,8.6,0.9378
RPL29P7,2.8,0.4545
AL031726.2,-8.7,0.489
RNA5SP66,3.5,0.6737
AL031726.1,-6.7,0.2369
ATP1B1,6.9,0.2469
NME7,-6,0.4475
Z99758.1,-4.9,0.1809
BLZF1,-1.4,0.2395
CCDC181,-9.3,0.3784
SLC19A2,2.2,0.8891
AL021068.1,3.2,0.5581
Z99572.1,-4.4,0.142
F5,0.6,0.8179
SELP,1.7,0.8599
C1orf112,1.1,0.4135
SELL,-3.5,0.8761
SELE,-3.4,0.3258
AL021940.1,8.4,0.4158
METTL18,-3.4,0.3376
SCYL3,-4,0.6985
RN7SL333P,5.8,0.5682
AL031297.1,8.2,0.5988
KIFAP3,6.1,0.0745
RN7SL269P,-8.2,0.1229
MRPS10P1,8.3,0.8068
AL356475.1,7.8,0.5952
SIGLEC30P,-2.6,0.9885
METTL11B,4.2,0.4533
MIR3119-1,5.7,0.6407
MIR3119-2,-9.4,0.965
LINC01681,-5.6,0.5932
ISCUP1,3.7,0.0041
LINC01142,-2.1,0.8764
HAUS4P1,5.7,0.0085
GORAB-AS1,1.5,0.6872
GORAB,5.6,0.4568
AL162399.1,7.3,0.6047
AL023495.1,7.7,0.9904
PRRX1,1.3,0.1478
Z97200.1,-2.4,0.1879
BX284613.2,8.7,0.3844
MROH9,1.9,0.8722
BX284613.1,-6.3,0.4048
FMO3,7.7,0.8073
MIR1295A,-9.5,0.1343
MIR1295B,-8.5,0.8019
FMO6P,-0.6,0.6499
FMO2,-6.8,0.7625
AL021026.1,-5.3,0.361
FMO1,2.4,0.352
Y_RNA,-4.7,0.6127
HMGB1P11,9.3,0.6647
FMO4,8.2,0.8087
AL031274.1,4,0.6035
SRP14P4,-4.5,0.3524
GM2AP2,2.4,0.3034
CYCSP53,1.9,0.9786
PRRC2C,4.1,0.2064
MYOCOS,-4,0.6053
MYOC,5.1,0.4424
PFN1P1,1.1,0.1354
RPL4P3,3,0.6017
VAMP4,-1,0.9506
Z98751.1,0.5,0.4974
Z98751.3,-5.3,0.8475
Z98751.2,-1.9,0.8487
AL135931.1,3.5,0.5327
EEF1AKNMT,8.3,0.4316
AL031864.1,3.9,0.1957
AL031864.2,-5.3,0.2028
DNM3,4.5,0.9025
DNM3-IT1,8.7,0.1827
DNM3OS,-4.3,0.9294
MIR214,9.2,0.61
MIR3120,-8.3,0.5213
MIR199A2,9.7,0.6963
AL137157.1,8.9,0.3131
RNU6-157P,0.2,0.0546
PIGC,5,0.5778
C1orf105,3,0.8358
SUCO,-2.4,0.786
RNU6-693P,5,0.3177
FASLG,8.6,0.6755
SLC25A38P1,-7.1,0.9569
Z98043.1,9.6,0.3822
AL031599.1,-2.1,0.0381
AIMP1P2,-6.4,0.5238
Z97198.1,4.6,0.0101
TNFSF18,6.2,0.3595
GOT2P2,0.1,0.6169
AL022310.1,2.9,0.3484
TNFSF4,4.7,0.0323
AL645568.3,-1.5,0.7578
AL645568.2,-1.5,0.2659
AL645568.1,-6.3,0.5659
PRDX6,0.7,0.0467
PRDX6,5.9,0.6921
SLC9C2,7.8,0.8172
AL139142.1,-6.9,0.8122
AL139142.2,-9.5,0.2996
ANKRD45,5.3,0.0399
TEX50,1.2,0.871
KLHL20,-3,0.9202
BX248409.1,-2.2,0.476
RN7SKP160,8.7,0.5389
CENPL,8.5,0.5574
Y_RNA,8.1,0.2393
DARS2,-2.1,0.5142
GAS5,3.2,0.2613
GAS5-AS1,7.4,0.012
ZBTB37,-7.5,0.3467
SERPINC1,-9.7,0.946
RNA5SP67,-4.8,0.5289
RC3H1,8.5,0.6003
RNA5SP68,3.8,0.384
RC3H1-IT1,-7.8,0.6691
LINC02776,0.5,0.2463
RPL30P1,-1,0.4684
RABGAP1L-DT,7.4,0.1174
RABGAP1L,-1.5,0.6461
AL022400.1,-6.9,0.7594
GPR52,5.1,0.7627
BANF1P4,-2.6,0.979
NDUFAF4P4,-4.3,0.4291
Z99127.2,-7.3,0.3778
RABGAP1L-IT1,8.5,0.3934
Z99127.1,4.4,0.9711
RABGAP1L-AS1,1.2,0.8329
RNU6-307P,8,0.1382
Z99127.3,9.9,0.6159
CACYBP,-7.5,0.9048
MRPS14,3.8,0.3665
Y_RNA,-1.3,0.4447
ENTR1P2,3.4,0.0811
TNN,8.8,0.3886
KIAA0040,-4,0.0005
AL008626.1,-3.3,0.6673
RPS29P4,2.8,0.8428
Z94057.1,3.1,0.5775
TNR,3.8,0.5064
TNR-IT1,1.3,0.1782
LINC01657,-8.5,0.4666
LINC02803,6,0.2449
RPS29P5,-5.6,0.7766
COP1,-5.6,0.4626
SCARNA3,-6.5,0.0913
SCARNA3,5.4,0.5685
SCARNA3,-9.6,0.1185
SCARNA3,5.8,0.5161
SCARNA3,0.5,0.5822
SCARNA3,7.1,0.6547
AL590723.1,-8.1,0.5894
AL591043.2,-2.2,0.2319
U7,-1.2,0.0604
AL359265.2,8.4,0.0796
RNU2-12P,9.9,0.6655
AL359265.1,-9.4,0.9079
AL591043.1,-1,0.4758
MORF4L1P7,-1.7,0.7608
PAPPA2,9.6,0.8822
PTP4A1P7,6.8,0.5384
AL031290.1,-1.2,0.7434
ASTN1,-0.9,0.6737
MIR488,0.5,0.7967
BRINP2,1.5,0.6426
LINC01645,-0.7,0.4316
AL136114.1,-4.9,0.8754
LINC01741,-0.2,0.4496
SEC16B,-9.2,0.109
CRYZL2P-SEC16B,4.7,0.3457
CRYZL2P,-2.7,0.4877
AL359075.1,9.1,0.0544
RASAL2-AS1,4.7,0.5146
RASAL2,1.9,0.9657
AL160281.1,-0.9,0.007
AL365357.1,5.1,0.9061
CLEC20A,2.1,0.1785
Metazoa_SRP,1.3,0.395
AL513013.1,-8,0.0073
TEX35,7.2,0.7563
C1orf220,-0.2,0.1167
RNA5SP69,-1.5,0.8887
AL137796.1,-1.2,0.1296
MIR4424,0.9,0.7561
AL449106.1,0.9,0.1728
RALGPS2,-9.6,0.494
PTPN2P1,1.1,0.4233
SNORA63,-8.2,0.2865
SNORA63,-9.2,0.4519
SNORA63,7.5,0.3317
ANGPTL1,0.3,0.7944
FAM20B,9.6,0.4178
AL139132.1,6.9,0.8982
TOR3A,3.8,0.6614
ABL2,-5.8,0.3784
AL512326.5,-5.1,0.1618
SETP10,7.9,0.8707
AL512326.2,9.2,0.0854
AL512326.1,-7.8,0.0603
EIF4A1P11,-5,0.3234
AL512326.3,8,0.1512
COX5BP8,2.1,0.5068
AL512326.4,5.9,0.1724
SOAT1,6.2,0.9662
AXDND1,8.5,0.9793
MEF2AP1,-9.3,0.0212
HNRNPA1P54,-5.1,0.006
AL160286.3,-7.4,0.3938
NPHS2,7.9,0.7884
RNU5F-2P,-6.4,0.942
AL160286.1,-9,0.4017
AL160286.2,2.1,0.6939
TDRD5,-8.7,0.1325
AL359853.2,-5.1,0.1225
FAM163A,-9.7,0.7792
AL359853.1,-6.2,0.8985
LINC02818,9.1,0.5291
TOR1AIP2,5.8,0.0869
AL353708.3,7.2,0.7759
TOR1AIP1,-6.6,0.4463
RN7SL230P,-9.4,0.163
AL353708.2,-1.1,0.8672
AL353708.1,-8.8,0.4095
CEP350,-7.9,0.9258
RPSAP16,-9.5,0.9943
AL590632.1,-6.8,0.5167
AL390718.1,-2,0.6725
QSOX1,2.4,0.5912
LHX4,6.5,0.1693
ACBD6,7.8,0.3458
VDAC1P4,7.9,0.8818
MIR3121,-5.6,0.5608
OVAAL,4.5,0.3853
Y_RNA,5.7,0.5908
XPR1,6,0.8957
U6,5.7,0.4857
LINC02816,4.8,0.0307
KIAA1614,-8.6,0.2707
AL162431.1,0.9,0.8574
KIAA1614-AS1,-5.7,0.2123
AL162431.2,-5.3,0.9337
AL162431.3,-3.7,0.8757
STX6,1.3,0.8263
MR1,6.4,0.5057
IER5,6.6,0.1439
LINC01732,1.8,0.4333
AL358393.1,-8.1,0.403
LINC01699,8,0.2738
CACNA1E,-1.8,0.6422
Metazoa_SRP,-8.8,0.4675
RNA5SP70,-4.7,0.8494
AL161734.2,0,0.7703
AL161734.1,-1,0.2587
RN7SKP229,-1.4,0.2493
AL391477.1,2.1,0.1649
ZNF648,4,0.3427
AL355482.1,-2.7,0.5559
AL355482.2,8.7,0.0139
LINC01344,-7.8,0.6138
AL390856.1,-6.8,0.3337
YPEL5P1,9.8,0.0185
RNU6-152P,-9.2,0.4787
AL513480.1,6.3,0.4149
EIF1P3,-2.8,0.2398
GLUL,1.9,0.4289
TEDDM1,-3.1,0.5354
TEDDM1,-6.8,0.2616
LINC00272,-6.3,0.5462
RGSL1,9.4,0.6972
AL139344.1,-6.3,0.1648
TEDDM2P,3.4,0.9952
RNASEL,9.8,0.2427
Metazoa_SRP,-6.8,0.3627
RGS16,-0.9,0.2456
LINC01686,1.2,0.6568
RGS8,-4.4,0.047
LINC01688,-5.4,0.5478
AL353778.1,9.5,0.1188
NPL,8.2,0.9322
AL355999.1,-0.7,0.5857
DHX9,3.6,0.6272
SHCBP1L,9.2,0.4142
HMGN1P4,-6.8,0.6968
5S_rRNA,-3.6,0.0635
AL450304.1,5.4,0.8558
KRT18P28,-0.8,0.2461
RNU6-41P,8.6,0.2476
LAMC1,9.3,0.0447
LAMC1-AS1,-8.5,0.1269
LAMC2,7.5,0.0998
NMNAT2,-7.3,0.1494
AL354953.1,-7,0.7036
RPS3AP8,-0.1,0.0979
AL449223.1,-5.8,0.2671
SMG7-AS1,1.4,0.4493
SMG7,3.8,0.9626
NCF2,-9.8,0.5569
AL137800.1,-5.8,0.5178
ARPC5,6.3,0.2758
RGL1,1.1,0.1404
APOBEC4,3.9,0.8148
AL157899.1,-3.9,0.1785
AL590422.1,-8.5,0.3729
COLGALT2,1.1,0.6833
TSEN15,1.9,0.7688
AL158011.1,-1.4,0.5702
Y_RNA,-5.4,0.6869
AL445228.1,4.6,0.9044
AL445228.2,-5,0.2112
RN7SL654P,0.2,0.7407
AL445228.3,3.6,0.6499
C1orf21,3.1,0.0068
AL078645.1,-2,0.4876
AL078645.2,-5.7,0.1343
AL713852.1,-7.1,0.8648
AL713852.2,5.7,0.0488
EDEM3,-4.4,0.8762
NIBAN1,6.6,0.3825
RNU7-13P,-6.1,0.0101
LINC01633,3.3,0.4649
RNA5SP72,1.4,0.8835
RNF2,9.7,0.0423
FTH1P25,0.5,0.6299
TRMT1L,-6.2,0.4256
SWT1,-6.4,0.1989
RPL22P24,9.5,0.8127
RPL5P5,-8.3,0.3065
Y_RNA,4.6,0.2302
Y_RNA,-6.6,0.2384
AL356273.1,-7.6,0.4096
Y_RNA,3.2,0.1225
AL356273.2,4.6,0.781
AL356273.3,-0.3,0.2248
IVNS1ABP,-6.7,0.6133
AL078644.1,-9,0.8386
GS1-279B7.1,-2.6,0.5906
RNU7-183P,5.9,0.8858
MCRIP2P2,4.3,0.0522
AL133383.2,-6.6,0.4444
LINC01350,0.5,0.8639
Y_RNA,3.2,0.7386
Y_RNA,-8.4,0.1272
AL133383.1,-3.6,0.5017
HMCN1,-4.9,0.8564
AL133553.1,-3.8,0.8616
AL133553.2,-7.6,0.3933
PRG4,2.6,0.5293
TPR,-9.1,0.593
RNU6-1240P,1.9,0.5953
ODR4,-7.2,0.2786
PDC-AS1,8.7,0.4062
PDC,-8.8,0.7714
AL096803.3,4.7,0.3921
AL096803.1,9.6,0.6567
AL096803.2,-8.1,0.6344
AL049198.1,3.4,0.1182
PTGS2,-3.7,0.536
PACERR,-8.4,0.3376
PLA2G4A,-4.8,0.4392
LINC01036,-9.6,0.1114
AL391813.1,-5.3,0.8918
FDPSP1,8.7,0.4191
AL357559.1,6.4,0.7886
SLC4A1APP2,4.9,0.1098
AL645474.1,-5.4,0.1048
AL136372.2,4.4,0.1528
AL136372.1,1,0.7284
RN7SKP156,9.8,0.632
AL596211.1,-5.4,0.1117
AL592447.1,7.8,0.9674
AL929288.1,-6.4,0.3285
AL929288.2,-0.2,0.8833
RPS3AP9,-1.4,0.731
AL691515.1,4.8,0.1223
AL691515.2,-7,0.8483
LINC01035,3.7,0.5801
CLPTM1LP1,6.7,0.5549
GAPDHP75,-0.8,0.5032
RNA5SP73,5.9,0.3952
LINC01701,-5.9,0.8741
AL591504.1,3.1,0.642
AL591504.2,-2.8,0.3173
AL359976.1,3.6,0.7753
BRINP3,-4.4,0.2046
AL354771.1,0.4,0.5712
LINC01351,1.2,0.4643
AL391645.1,-4.3,0.2512
LINC01720,0.6,0.4962
AL139135.1,1.3,0.8719
AL139135.2,0.4,0.5531
AL138927.1,5.5,0.4931
HNRNPA1P46,-9.9,0.6125
AL713866.1,-3.2,0.095
AL713866.2,-3.8,0.1101
LINC01680,-2.1,0.7995
LINC02770,-8.7,0.5457
AL359081.1,4.7,0.3565
RGS18,-8.5,0.198
AL390957.1,5.1,0.7569
AL513175.1,-9,0.1262
AL513175.2,-5.3,0.17
RGS21,0.4,0.8443
AL136987.1,-8.9,0.5671
RGS1,-2.7,0.8681
RGS13,-4.8,0.4922
RPS27AP5,-0.9,0.6633
MIR4426,-9.9,0.4859
AL035407.2,-6,0.9372
AL035407.1,-4.6,0.2694
RGS2,6.4,0.4662
RN7SKP126,-8.2,0.8368
RN7SKP126,-6.1,0.0809
RN7SKP126,8.8,0.9147
ZNF101P2,8.3,0.8381
UCHL5,-2,0.7323
SCARNA18B,5.2,0.1166
RO60,9.3,0.836
GLRX2,1,0.8282
CDC73,-1.6,0.7541
MIR1278,-7.1,0.2566
B3GALT2,-3.9,0.9966
AL390863.1,9.4,0.799
LINC01031,5.5,0.9675
AL138778.1,-2.3,0.4996
AL136456.1,3.2,0.2166
AL357793.1,-9.8,0.6671
AL357793.2,-3.4,0.013
RPL23AP22,4.7,0.5691
EEF1A1P14,-0.3,0.1702
AL513348.1,-9.8,0.5859
RNU6-983P,1,0.4818
AL353072.1,-5.3,0.0763
AL353072.2,8,0.0479
AL353709.1,-3.9,0.1272
LINC01724,-8.4,0.4328
KCNT2,-1.2,0.4948
MIR4735,-9.2,0.5401
CFH,1.6,0.5431
CFHR3,7.2,0.2669
CFHR1,4.5,0.027
BX248415.1,-8.5,0.4492
CFHR4,4.6,0.2041
CFHR2,-0.9,0.182
AL139418.1,7.6,0.9852
CFHR5,-1.4,0.9614
F13B,-3.6,0.9317
ASPM,-3.2,0.5037
SEPTIN14P12,-7.3,0.1461
ZBTB41,8.1,0.7093
AL513325.1,4.2,0.9601
CRB1,-6,0.4228
MRPS21P3,-2.5,0.0672
AL136322.1,5.7,0.7197
DENND1B,-8.4,0.3283
Y_RNA,0.1,0.2303
EEF1A1P32,3,0.0347
AL365258.2,4.1,0.8474
FAM204BP,3.8,0.2569
AL365258.1,-4.4,0.9944
C1orf53,-0.8,0.5979
LHX9,4,0.712
NEK7,4,0.3921
PRR13P1,6.4,0.3484
AL450352.1,4.3,0.8746
ATP6V1G3,-7.7,0.2525
AL157402.1,-8,0.6399
PTPRC,-3.8,0.2241
AL157402.2,5.8,0.946
PEBP1P3,1.9,0.1926
MIR181A1HG,-6.2,0.8754
MIR181B1,-3,0.0578
MIR181A1,1.5,0.0392
AC096631.2,-1.2,0.682
AC096631.1,-3.5,0.5382
LINC01222,-7.5,0.8448
LINC01221,-5.3,0.7209
AC105941.1,-9,0.2867
LINC02789,8.1,0.0319
RPL23AP16,-0.7,0.5017
AC099335.1,-6.5,0.9754
AL596266.1,0.7,0.6206
AL445687.1,-7.6,0.8863
RNU6-778P,-5.6,0.9528
AL445687.2,-0.3,0.3662
RNU6-716P,6.5,0.645
RNU6-609P,-3.8,0.1885
NR5A2,2.9,0.4855
RNU6-570P,1.1,0.5643
AC096633.1,6.7,0.0454
CCNQP1,-5.4,0.5987
LINC00862,7.3,0.2857
AC097065.2,-8.4,0.8209
AC097065.1,5.5,0.1018
AC104461.1,9.7,0.5315
ZNF281,3.1,0.0237
AL359834.1,-7.4,0.0934
KIF14,0.2,0.6904
DDX59,3.3,0.6204
DDX59-AS1,-4.9,0.389
CAMSAP2,-1.7,0.8969
RPL34P6,-9.5,0.3653
GPR25,1.7,0.5957
INAVA,0,0.5352
MROH3P,-1,0.2449
RNU6-704P,8.8,0.9078
KIF21B,10,0.1196
AL358473.1,-4.4,0.188
AL358473.2,5.4,0.8894
CACNA1S,-8.8,0.0369
ASCL5,-7.5,0.248
TMEM9,9.5,0.0194
IGFN1,1.7,0.4184
AC103925.1,-0.4,0.2174
PKP1,5.3,0.452
TNNT2,-6.2,0.0541
AC119427.2,-3,0.0305
LAD1,-2.8,0.1646
AC119427.1,2,0.8614
TNNI1,8.2,0.1327
AC096677.3,-9.1,0.0998
PHLDA3,-6.2,0.9427
AC096677.2,7.2,0.5642
CSRP1,-9.7,0.0389
AC096677.1,-0.4,0.9259
RPS10P7,-1.7,0.8779
NAV1,7.4,0.8163
AC092800.1,0.9,0.6503
IPO9-AS1,-3.6,0.9267
MIR5191,5.6,0.9774
AL645504.1,9.5,0.5002
RNU6-501P,-5.2,0.7743
MIR1231,8.2,0.5454
IPO9,1,0.4891
MIR6739,8.2,0.0696
SHISA4,-9,0.6822
AL513217.1,-8.1,0.1694
LMOD1,8.2,0.7148
TIMM17A,1,0.7043
SNORA70H,-2.9,0.8305
RPL10P4,-6.4,0.4286
RNPEP,-6.2,0.2423
ELF3-AS1,6.8,0.54
MIR6740,-8.6,0.5616
ELF3,0.5,0.5174
AL691482.3,2.3,0.6317
AL691482.1,1.4,0.8733
AL691482.2,-7.4,0.1026
Y_RNA,-1.3,0.9734
CRIP1P3,8.8,0.2471
GPR37L1,-0.4,0.1488
ARL8A,-7.6,0.6362
PTPN7,8.9,0.5162
PTPRVP,-8.7,0.4473
LGR6,0.2,0.8075
UBE2T,8.2,0.8739
PPP1R12B,0.2,0.1442
CYCSP4,5.6,0.8408
RNU6-89P,3.5,0.4992
AC099336.1,5.5,0.4288
AC099336.2,6.3,0.3732
SNORA70,6.6,0.4467
SYT2,-2.7,0.8421
AC104463.2,-4.1,0.9755
AC104463.1,-8.9,0.7599
KDM5B,-3.5,0.4351
AC098934.2,-2.8,0.4043
SLC25A39P1,6.3,0.4931
AC098934.3,-9.4,0.3698
PCAT6,0.6,0.9301
MGAT4EP,-0.8,0.1617
TUBAP5,2.4,0.6732
AC098934.1,6.2,0.2675
RABIF,0.8,0.6712
KLHL12,1.5,0.3577
HNRNPA1P59,2.7,0.1007
Y_RNA,2.1,0.8802
ADIPOR1,-6.9,0.5287
CYB5R1,-6.8,0.1325
MGAT4FP,0.5,0.8371
AC096632.1,-9.2,0.6729
TMEM183A,8.1,0.4089
PPFIA4,3,0.332
MYOG,-9.6,0.4786
ADORA1,-0.1,0.5232
AC105940.2,1.4,0.2442
AC105940.1,-10,0.0251
MYBPH,6.4,0.704
CHI3L1,-5.6,0.6779
CHIT1,8.5,0.249
NPM1P40,8.8,0.3715
LINC01353,3,0.9293
LINC01136,-4.4,0.1218
BTG2,-4.5,0.2391
RNU6-487P,0.4,0.8558
FMOD,-2.9,0.281
AL359837.1,8.7,0.4515
LARP7P1,5.9,0.5586
PRELP,6.4,0.5659
OPTC,6.2,0.2491
ATP2B4,5.5,0.7883
NSA2P1,-5.4,0.1256
SNORA77,-8.9,0.6744
LAX1,0.6,0.8341
ZC3H11A,2.4,0.0712
ZC3H11A,2.1,0.9963
ZBED6,-5.5,0.7976
AC114402.3,4.5,0.5148
AC114402.2,9.9,0.2692
AC114402.1,9.5,0.008
SNRPE,-2.6,0.8986
KRT8P29,-8.4,0.4869
HSPE1P6,-9.6,0.6314
CBX1P3,9.9,0.5259
AC096645.1,5.2,0.0759
LINC00303,-3.9,0.4725
AL592146.2,2.7,0.5963
SOX13,-8.9,0.1613
AL592146.1,2.6,0.485
ETNK2,7.1,0.4357
ERLNC1,-3.8,0.893
REN,9.9,0.9463
AL592114.2,-8.1,0.6004
KISS1,0.7,0.7709
KISS1,9.4,0.0817
GOLT1A,-7.5,0.888
GOLT1A,5.1,0.5634
PLEKHA6,7.2,0.2017
AL592114.3,0.8,0.0949
AL592114.1,-2.4,0.1113
LINC00628,0.1,0.606
AL606489.1,-0.2,0.6682
AL606489.2,-9.3,0.9154
PPP1R15B,-1,0.4578
PIK3C2B,9.6,0.6612
MDM4,-2.2,0.6466
AL512306.1,6.1,0.6541
RNA5SP74,-1.2,0.3764
AL512306.3,-9.7,0.5783
LRRN2,-7.9,0.9842
AL512306.2,-5.2,0.7493
AL161793.1,3.1,0.8885
RNA5SP75,-7.2,0.3397
AL161793.2,6.2,0.2114
